Date,Year,Months,Item,Domain,Area,Element,Value
2015-02-16,2015.0,February,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1368.01
2015-02-17,2015.0,February,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1367.26
2015-02-18,2015.0,February,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1366.52
2015-02-19,2015.0,February,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1365.77
2015-02-20,2015.0,February,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1365.03
2015-02-21,2015.0,February,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1364.29
2015-02-22,2015.0,February,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1363.54
2015-02-23,2015.0,February,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1362.80
2015-02-24,2015.0,February,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1362.05
2015-02-25,2015.0,February,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1361.31
2015-02-26,2015.0,February,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1360.57
2015-02-27,2015.0,February,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1359.82
2015-02-28,2015.0,February,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1359.08
2015-03-01,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1358.33
2015-03-02,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1357.66
2015-03-03,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1356.99
2015-03-04,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1356.32
2015-03-05,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1355.65
2015-03-06,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1354.97
2015-03-07,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1354.30
2015-03-08,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1353.63
2015-03-09,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1352.96
2015-03-10,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1352.28
2015-03-11,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1351.61
2015-03-12,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1350.94
2015-03-13,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1350.27
2015-03-14,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1349.60
2015-03-15,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1348.92
2015-03-16,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1348.25
2015-03-17,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1347.58
2015-03-18,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1346.91
2015-03-19,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1346.24
2015-03-20,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1345.56
2015-03-21,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1344.89
2015-03-22,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1344.22
2015-03-23,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1343.55
2015-03-24,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1342.88
2015-03-25,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1342.20
2015-03-26,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1341.53
2015-03-27,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1340.86
2015-03-28,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1340.19
2015-03-29,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1339.52
2015-03-30,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1338.84
2015-03-31,2015.0,March,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1338.17
2015-04-01,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1337.50
2015-04-02,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1336.81
2015-04-03,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1336.11
2015-04-04,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1335.42
2015-04-05,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1334.72
2015-04-06,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1334.03
2015-04-07,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1333.33
2015-04-08,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1332.64
2015-04-09,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1331.94
2015-04-10,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1331.25
2015-04-11,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1330.56
2015-04-12,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1329.86
2015-04-13,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1329.17
2015-04-14,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1328.47
2015-04-15,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1327.78
2015-04-16,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1327.08
2015-04-17,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1326.39
2015-04-18,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1325.69
2015-04-19,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1325.00
2015-04-20,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1324.31
2015-04-21,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1323.61
2015-04-22,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1322.92
2015-04-23,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1322.22
2015-04-24,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1321.53
2015-04-25,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1320.83
2015-04-26,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1320.14
2015-04-27,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1319.44
2015-04-28,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1318.75
2015-04-29,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1318.06
2015-04-30,2015.0,April,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1317.36
2015-05-01,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1316.67
2015-05-02,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1315.99
2015-05-03,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1315.32
2015-05-04,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1314.65
2015-05-05,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1313.98
2015-05-06,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1313.31
2015-05-07,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1312.63
2015-05-08,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1311.96
2015-05-09,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1311.29
2015-05-10,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1310.62
2015-05-11,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1309.95
2015-05-12,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1309.27
2015-05-13,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1308.60
2015-05-14,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1307.93
2015-05-15,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1307.26
2015-05-16,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1306.59
2015-05-17,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1305.91
2015-05-18,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1305.24
2015-05-19,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1304.57
2015-05-20,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1303.90
2015-05-21,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1303.23
2015-05-22,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1302.55
2015-05-23,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1301.88
2015-05-24,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1301.21
2015-05-25,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1300.54
2015-05-26,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1299.87
2015-05-27,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1299.19
2015-05-28,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1298.52
2015-05-29,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1297.85
2015-05-30,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1297.18
2015-05-31,2015.0,May,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1296.51
2015-06-01,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1295.83
2015-06-02,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1295.14
2015-06-03,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1294.44
2015-06-04,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1293.75
2015-06-05,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1293.06
2015-06-06,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1292.36
2015-06-07,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1291.67
2015-06-08,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1290.97
2015-06-09,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1290.28
2015-06-10,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1289.58
2015-06-11,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1288.89
2015-06-12,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1288.19
2015-06-13,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1287.50
2015-06-14,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1286.81
2015-06-15,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1286.11
2015-06-16,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1285.42
2015-06-17,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1284.72
2015-06-18,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1284.03
2015-06-19,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1283.33
2015-06-20,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1282.64
2015-06-21,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1281.94
2015-06-22,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1281.25
2015-06-23,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1280.56
2015-06-24,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1279.86
2015-06-25,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1279.17
2015-06-26,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1278.47
2015-06-27,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1277.78
2015-06-28,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1277.08
2015-06-29,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1276.39
2015-06-30,2015.0,June,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1275.69
2015-07-01,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1275.00
2015-07-02,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1274.33
2015-07-03,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1273.66
2015-07-04,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1272.98
2015-07-05,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1272.31
2015-07-06,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1271.64
2015-07-07,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1270.97
2015-07-08,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1270.30
2015-07-09,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1269.62
2015-07-10,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1268.95
2015-07-11,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1268.28
2015-07-12,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1267.61
2015-07-13,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1266.94
2015-07-14,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1266.26
2015-07-15,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1265.59
2015-07-16,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1264.92
2015-07-17,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1264.25
2015-07-18,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1263.58
2015-07-19,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1262.90
2015-07-20,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1262.23
2015-07-21,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1261.56
2015-07-22,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1260.89
2015-07-23,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1260.22
2015-07-24,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1259.54
2015-07-25,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1258.87
2015-07-26,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1258.20
2015-07-27,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1257.53
2015-07-28,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1256.85
2015-07-29,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1256.18
2015-07-30,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1255.51
2015-07-31,2015.0,July,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1254.84
2015-08-01,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1254.17
2015-08-02,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1253.49
2015-08-03,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1252.82
2015-08-04,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1252.15
2015-08-05,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1251.48
2015-08-06,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1250.81
2015-08-07,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1250.13
2015-08-08,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1249.46
2015-08-09,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1248.79
2015-08-10,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1248.12
2015-08-11,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1247.45
2015-08-12,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1246.77
2015-08-13,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1246.10
2015-08-14,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1245.43
2015-08-15,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1244.76
2015-08-16,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1244.09
2015-08-17,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1243.41
2015-08-18,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1242.74
2015-08-19,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1242.07
2015-08-20,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1241.40
2015-08-21,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1240.73
2015-08-22,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1240.05
2015-08-23,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1239.38
2015-08-24,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1238.71
2015-08-25,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1238.04
2015-08-26,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1237.37
2015-08-27,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1236.69
2015-08-28,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1236.02
2015-08-29,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1235.35
2015-08-30,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1234.68
2015-08-31,2015.0,August,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1234.01
2015-09-01,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1233.33
2015-09-02,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1232.64
2015-09-03,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1231.94
2015-09-04,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1231.25
2015-09-05,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1230.56
2015-09-06,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1229.86
2015-09-07,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1229.17
2015-09-08,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1228.47
2015-09-09,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1227.78
2015-09-10,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1227.08
2015-09-11,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1226.39
2015-09-12,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1225.69
2015-09-13,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1225.00
2015-09-14,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1224.31
2015-09-15,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1223.61
2015-09-16,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1222.92
2015-09-17,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1222.22
2015-09-18,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1221.53
2015-09-19,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1220.83
2015-09-20,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1220.14
2015-09-21,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1219.44
2015-09-22,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1218.75
2015-09-23,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1218.06
2015-09-24,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1217.36
2015-09-25,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1216.67
2015-09-26,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1215.97
2015-09-27,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1215.28
2015-09-28,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1214.58
2015-09-29,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1213.89
2015-09-30,2015.0,September,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1213.19
2015-10-01,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1212.50
2015-10-02,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1211.83
2015-10-03,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1211.16
2015-10-04,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1210.48
2015-10-05,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1209.81
2015-10-06,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1209.14
2015-10-07,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1208.47
2015-10-08,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1207.80
2015-10-09,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1207.12
2015-10-10,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1206.45
2015-10-11,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1205.78
2015-10-12,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1205.11
2015-10-13,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1204.44
2015-10-14,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1203.76
2015-10-15,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1203.09
2015-10-16,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1202.42
2015-10-17,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1201.75
2015-10-18,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1201.08
2015-10-19,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1200.40
2015-10-20,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1199.73
2015-10-21,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1199.06
2015-10-22,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1198.39
2015-10-23,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1197.72
2015-10-24,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1197.04
2015-10-25,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1196.37
2015-10-26,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1195.70
2015-10-27,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1195.03
2015-10-28,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1194.35
2015-10-29,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1193.68
2015-10-30,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1193.01
2015-10-31,2015.0,October,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1192.34
2015-11-01,2015.0,November,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1191.67
2015-11-02,2015.0,November,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1190.97
2015-11-03,2015.0,November,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1190.28
2015-11-04,2015.0,November,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1189.58
2015-11-05,2015.0,November,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1188.89
2015-11-06,2015.0,November,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1188.19
2015-11-07,2015.0,November,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1187.50
2015-11-08,2015.0,November,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1186.81
2015-11-09,2015.0,November,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1186.11
2015-11-10,2015.0,November,Pineapples,Producer Prices,Malaysia,Producer Price (LCU/tonne),1185.42
